food_id,name,kcal,protein,carb,fat,fiber
TACO375,"Carne, bovina, paleta, sem gordura, crua",141,21.0,0.0,5.7,0.0
TACO376,"Carne, bovina, patinho, sem gordura, cru",133,21.7,0.0,4.5,0.0
TACO377,"Carne, bovina, patinho, sem gordura, grelhado",219,35.9,0.0,7.3,0.0
TACO378,"Carne, bovina, peito, sem gordura, cozido",338,22.2,0.0,27.0,0.0
TACO379,"Carne, bovina, peito, sem gordura, cru",259,17.6,0.0,20.4,0.0
TACO380,"Carne, bovina, picanha, com gordura, crua",213,18.8,0.0,14.7,0.0
TACO381,"Carne, bovina, picanha, com gordura, grelhada",289,26.4,0.0,19.5,0.0
TACO382,"Carne, bovina, picanha, sem gordura, crua",134,21.3,0.0,4.7,0.0
TACO383,"Carne, bovina, picanha, sem gordura, grelhada",238,31.9,0.0,11.3,0.0
TACO384,"Carne, bovina, seca, cozida",313,26.9,0.0,21.9,0.0
TACO385,"Carne, bovina, seca, crua",313,19.7,0.0,25.4,0.0
TACO386,"Coxinha de frango, frita",283,9.6,34.5,11.8,5.0
TACO387,"Croquete, de carne, cru",246,12.0,13.9,15.6,0.0
TACO388,"Croquete, de carne, frito",347,16.9,18.1,22.7,0.0
TACO389,"Empada de frango, pré-cozida, assada",358,6.9,47.5,15.6,2.2
TACO390,"Empada, de frango, pré-cozida",377,7.3,35.5,22.9,2.2
TACO391,"Frango, asa, com pele, crua",213,18.1,0.0,15.1,0.0
TACO392,"Frango, caipira, inteiro, com pele, cozido",243,23.9,0.0,15.6,0.0
TACO393,"Frango, caipira, inteiro, sem pele, cozido",196,29.6,0.0,7.7,0.0
TACO394,"Frango, coração, cru",222,12.6,0.0,18.6,0.0
TACO395,"Frango, coração, grelhado",207,22.4,0.6,12.1,0.0
TACO396,"Frango, coxa, com pele, assada",215,28.5,0.1,10.4,0.0
TACO397,"Frango, coxa, com pele, crua",161,17.1,0.0,9.8,0.0
TACO398,"Frango, coxa, sem pele, cozida",167,26.9,0.0,5.8,0.0
TACO399,"Frango, coxa, sem pele, crua",120,17.8,0.0,4.9,0.0
TACO400,"Frango, fígado, cru",106,17.6,0.0,3.5,0.0
TACO401,"Frango, filé, à milanesa",221,28.5,7.5,7.8,1.1
TACO402,"Frango, inteiro, com pele, cru",226,16.4,0.0,17.3,0.0
TACO403,"Frango, inteiro, sem pele, assado",187,28.0,0.0,7.5,0.0
TACO404,"Frango, inteiro, sem pele, cozido",170,25.0,0.0,7.1,0.0
TACO405,"Frango, inteiro, sem pele, cru",129,20.6,0.0,4.6,0.0
TACO406,"Frango, peito, com pele, assado",212,33.4,0.0,7.6,0.0
TACO407,"Frango, peito, com pele, cru",149,20.8,0.0,6.7,0.0
TACO408,"Frango, peito, sem pele, cozido",163,31.5,0.0,3.2,0.0
TACO409,"Frango, peito, sem pele, cru",119,21.5,0.0,3.0,0.0
TACO410,"Frango, peito, sem pele, grelhado",159,32.0,0.0,2.5,0.0
TACO411,"Frango, sobrecoxa, com pele, assada",260,28.7,0.0,15.2,0.0
TACO412,"Frango, sobrecoxa, com pele, crua",255,15.5,0.0,20.9,0.0
TACO413,"Frango, sobrecoxa, sem pele, assada",233,29.2,0.0,12.0,0.0
TACO414,"Frango, sobrecoxa, sem pele, crua",162,17.6,0.0,9.6,0.0
TACO415,"Hambúrguer, bovino, cru",215,13.2,4.2,16.2,0.0
TACO416,"Hambúrguer, bovino, frito",258,20.0,6.3,17.0,0.0
TACO417,"Hambúrguer, bovino, grelhado",210,13.2,11.3,12.4,0.0
TACO418,"Lingüiça, frango, crua",218,14.2,0.0,17.4,0.0
TACO419,"Lingüiça, frango, frita",245,18.3,0.0,18.5,0.0
TACO420,"Lingüiça, frango, grelhada",244,18.2,0.0,18.4,0.0
TACO421,"Lingüiça, porco, crua",227,16.1,0.0,17.6,0.0
TACO422,"Lingüiça, porco, frita",280,20.5,0.0,21.3,0.0
TACO423,"Lingüiça, porco, grelhada",296,23.2,0.0,21.9,0.0
TACO424,Mortadela,269,12.0,5.8,21.6,0.0
TACO425,"Peru, congelado, assado",163,26.2,0.0,5.7,0.0
TACO426,"Peru, congelado, cru",94,18.1,0.0,1.8,0.0
TACO427,"Porco, bisteca, crua",164,21.5,0.0,8.0,0.0
TACO428,"Porco, bisteca, frita",311,33.7,0.0,18.5,0.0
TACO429,"Porco, bisteca, grelhada",280,28.9,0.0,17.4,0.0
TACO430,"Porco, costela, assada",402,30.2,0.0,30.3,0.0
TACO431,"Porco, costela, crua",256,18.0,0.0,19.8,0.0
TACO432,"Porco, lombo, assado",210,35.7,0.0,6.4,0.0
TACO433,"Porco, lombo, cru",176,22.6,0.0,8.8,0.0
TACO434,"Porco, orelha, salgada, crua",258,18.5,0.0,19.9,0.0
TACO435,"Porco, pernil, assado",262,32.1,0.0,13.9,0.0
TACO436,"Porco, pernil, cru",186,20.1,0.0,11.1,0.0
TACO437,"Porco, rabo, salgado, cru",377,15.6,0.0,34.5,0.0
TACO438,"Presunto, com capa de gordura",128,14.4,1.4,6.8,0.0
TACO439,"Presunto, sem capa de gordura",94,14.3,2.1,2.7,0.0
TACO440,"Quibe, assado",136,14.6,12.9,2.7,1.9
TACO441,"Quibe, cru",109,12.4,10.8,1.7,1.6
TACO442,"Quibe, frito",254,14.9,12.3,15.8,0.0
TACO443,Salame,398,25.8,2.9,30.6,0.0
TACO444,"Toucinho, cru",593,11.5,0.0,60.3,0.0
TACO445,"Toucinho, frito",697,27.3,0.0,64.3,0.0
TACO446,"Bebida láctea, pêssego",55,2.1,7.6,1.9,0.3
TACO447,Creme de Leite,221,1.5,4.5,22.5,0.0
TACO448,"Iogurte, natural",51,4.1,1.9,3.0,0.0
TACO449,"Iogurte, natural, desnatado",41,3.8,5.8,0.3,0.0
TACO450,"Iogurte, sabor abacaxi",0.0,0.0,0.0,0.0,0.0
TACO451,"Iogurte, sabor morango",70,2.7,9.7,2.3,0.2
TACO452,"Iogurte, sabor pêssego",68,2.5,9.4,2.3,0.7
TACO453,"Leite, condensado",313,7.7,57.0,6.7,0.0
TACO454,"Leite, de cabra",66,3.1,5.2,3.8,0.0
TACO455,"Leite, de vaca, achocolatado",83,2.1,14.2,2.2,0.6
TACO456,"Leite, de vaca, desnatado, pó",362,34.7,53.0,0.9,0.0
TACO457,"Leite, de vaca, desnatado, UHT",0.0,0.0,0.0,0.0,0.0
TACO458,"Leite, de vaca, integral",0.0,0.0,0.0,0.0,0.0
TACO459,"Leite, de vaca, integral, pó",497,25.4,39.2,26.9,0.0
TACO460,"Leite, fermentado",70,1.9,15.7,0.1,0.0
TACO461,"Queijo, minas, frescal",264,17.4,3.2,20.2,0.0
TACO462,"Queijo, minas, meia cura",321,21.2,3.6,24.6,0.0
TACO463,"Queijo, mozarela",330,22.6,3.0,25.2,0.0
TACO464,"Queijo, parmesão",453,35.6,1.7,33.5,0.0
TACO465,"Queijo, pasteurizado",303,9.4,5.7,27.4,0.0
TACO466,"Queijo, petit suisse, morango",121,5.8,18.5,2.8,0.0
TACO467,"Queijo, prato",360,22.7,1.9,29.1,0.0
TACO468,"Queijo, requeijão, cremoso",257,9.6,2.4,23.4,0.0
TACO469,"Queijo, ricota",140,12.6,3.8,8.1,0.0
TACO470,"Bebida isotônica, sabores variados",26,0.0,6.4,0.0,0.0
TACO471,"Café, infusão 10%",9,0.7,1.5,0.1,0.0
TACO472,"Cana, aguardente 1",216,0.0,0.0,0.0,0.0
TACO473,"Cana, caldo de",65,0.0,18.2,0.0,0.1
TACO474,"Cerveja, pilsen 2",41,0.6,3.3,0.0,0.0
TACO475,"Chá, erva-doce, infusão 5%",1,0.0,0.4,0.0,0.0
TACO476,"Chá, mate, infusão 5%",3,0.0,0.6,0.1,0.0
TACO477,"Chá, preto, infusão 5%",2,0.0,0.6,0.0,0.0
TACO478,"Coco, água de",22,0.0,5.3,0.0,0.1
TACO479,"Refrigerante, tipo água tônica",31,0.0,8.0,0.0,0.0
TACO480,"Refrigerante, tipo cola",34,0.0,8.7,0.0,0.0
TACO481,"Refrigerante, tipo guaraná",39,0.0,10.0,0.0,0.0
TACO482,"Refrigerante, tipo laranja",46,0.0,11.8,0.0,0.0
TACO483,"Refrigerante, tipo limão",40,0.0,10.3,0.0,0.0
TACO484,"Omelete, de queijo",268,15.6,0.4,22.0,0.0
TACO485,"Ovo, de codorna, inteiro, cru",177,13.7,0.8,12.7,0.0
TACO486,"Ovo, de galinha, clara, cozida/10minutos",59,13.4,0.0,0.1,0.0
TACO487,"Ovo, de galinha, gema, cozida/10minutos",353,15.9,1.6,30.8,0.0
TACO488,"Ovo, de galinha, inteiro, cozido/10minutos",146,13.3,0.6,9.5,0.0
TACO489,"Ovo, de galinha, inteiro, cru",143,13.0,1.6,8.9,0.0
TACO490,"Ovo, de galinha, inteiro, frito",240,15.6,1.2,18.6,0.0
TACO491,"Achocolatado, pó",401,4.2,91.2,2.2,3.9
TACO492,"Açúcar, cristal",387,0.3,99.6,0.0,0.0
TACO493,"Açúcar, mascavo",369,0.8,94.5,0.1,0.0
TACO494,"Açúcar, refinado",387,0.3,99.5,0.0,0.0
TACO495,"Chocolate, ao leite",540,7.2,59.6,30.3,2.2
TACO496,"Chocolate, ao leite, com castanha do Pará",559,7.4,55.4,34.2,2.5
TACO497,"Chocolate, ao leite, dietético",557,6.9,56.3,33.8,2.8
TACO498,"Chocolate, meio amargo",475,4.9,62.4,29.9,4.9
TACO499,Cocada branca,449,1.1,81.4,13.6,3.6
TACO500,"Doce, de abóbora, cremoso",199,0.9,54.6,0.2,2.3
TACO501,"Doce, de leite, cremoso",306,5.5,59.5,6.0,0.0
TACO502,"Geléia, mocotó, natural",106,2.1,24.2,0.1,0.0
TACO503,Glicose de milho,292,0.0,79.4,0.0,0.0
TACO504,Maria mole,301,3.8,73.6,0.2,0.7
TACO505,"Maria mole, coco queimado",307,3.9,75.1,0.1,0.6
TACO506,Marmelada,257,0.4,70.8,0.1,4.1
TACO507,"Mel, de abelha",309,0.0,84.0,0.0,0.0
TACO508,Melado,297,0.0,76.6,0.0,0.0
TACO509,Quindim,411,4.7,46.3,24.4,3.2
TACO510,Rapadura,352,1.0,90.8,0.1,0.0
TACO511,"Café, pó, torrado",419,14.7,65.8,11.9,51.2
TACO512,"Capuccino, pó",417,11.3,73.6,8.6,2.4
TACO513,"Fermento em pó, químico",90,0.5,43.9,0.1,0.0
TACO514,"Fermento, biológico, levedura, tablete",90,17.0,7.7,1.5,4.2
TACO515,"Gelatina, sabores variados, pó",380,8.9,89.2,0.0,0.0
TACO516,"Sal, dietético",0.0,0.0,0.0,0.0,0.0
TACO517,"Sal, grosso",0.0,0.0,0.0,0.0,0.0
TACO518,Shoyu,61,3.3,11.6,0.3,0.0
TACO519,Tempero a base de sal,21,2.7,2.1,0.3,0.6
TACO520,"Azeitona, preta, conserva",194,1.2,5.5,20.3,4.6
TACO521,"Azeitona, verde, conserva",137,0.9,4.1,14.2,3.8
TACO522,"Chantilly, spray, com gordura vegetal",315,0.5,16.9,27.3,0.0
TACO523,"Leite, de coco",166,1.0,2.2,18.4,0.7
TACO524,"Maionese, tradicional com ovos",302,0.6,7.9,30.5,0.0
TACO525,Acarajé,289,8.3,19.1,19.9,9.4
TACO526,Arroz carreteiro,154,10.8,11.6,7.1,1.5
TACO527,"Baião de dois, arroz e feijão-de-corda",136,6.2,20.4,3.2,5.1
TACO528,Barreado,165,18.3,0.2,9.5,0.1
TACO529,"Bife à cavalo, com contra filé",291,23.7,0.0,21.1,0.0
TACO530,Bolinho de arroz,274,8.0,41.7,8.3,2.7
TACO531,Camarão à baiana,101,7.9,3.2,6.0,0.4
TACO532,"Charuto, de repolho",78,6.8,10.1,1.1,1.5
TACO533,"Cuscuz, de milho, cozido com sal",113,2.2,25.3,0.7,2.1
TACO534,"Cuscuz, paulista",142,2.6,22.5,4.6,2.4
TACO535,"Cuxá, molho",80,5.6,5.7,3.6,3.0
TACO536,Dobradinha,125,19.8,0.0,4.4,0.0
TACO537,Estrogonofe de carne,173,15.0,3.0,10.8,0.0
TACO538,Estrogonofe de frango,157,17.6,2.6,8.0,0.0
TACO539,Feijão tropeiro mineiro,152,10.2,19.6,6.8,3.6
TACO540,L,117,8.7,11.6,6.5,5.1
TACO541,"Frango, com açafrão",113,9.7,4.1,6.2,0.2
TACO542,"Macarrão, molho bolognesa",120,4.9,22.5,0.9,0.8
TACO543,Maniçoba,134,10.0,3.4,8.7,2.2
TACO544,Quibebe,86,8.6,6.6,2.7,1.7
TACO545,"Salada, de legumes, com maionese",96,1.1,8.9,7.0,2.2
TACO546,"Salada, de legumes, cozida no vapor",35,2.0,7.1,0.3,2.5
TACO547,"Salpicão, de frango",148,13.9,4.6,7.8,0.4
TACO548,Sarapatel,123,18.5,1.1,4.4,0.0
TACO549,Tabule,57,2.0,10.6,1.2,2.1
TACO550,Tacacá,47,7.0,3.4,0.4,0.2
TACO551,"Tapioca, com manteiga",348,0.1,63.6,10.9,0.0
TACO552,"Tucupi, com pimenta-de-cheiro",27,2.1,4.7,0.3,0.2
TACO553,Vaca atolada,145,5.1,10.1,9.3,2.3
TACO554,Vatapá,255,6.0,9.7,23.2,1.7
TACO555,Virado à paulista,307,10.2,14.1,25.6,2.2
TACO556,Yakisoba,113,7.5,18.3,2.6,1.1
TACO557,"Amendoim, grão, cru",544,27.2,20.3,43.9,8.0
TACO558,"Amendoim, torrado, salgado",606,22.5,18.7,54.0,7.8
TACO559,"Ervilha, em vagem",88,7.5,14.2,0.5,9.7
TACO560,"Ervilha, enlatada, drenada",74,4.6,13.4,0.4,5.1
TACO561,"Feijão, carioca, cozido",76,4.8,13.6,0.5,8.5
TACO562,"Feijão, carioca, cru",329,20.0,61.2,1.3,18.4
TACO563,"Feijão, fradinho, cozido",78,5.1,13.5,0.6,7.5
TACO564,"Feijão, fradinho, cru",339,20.2,61.2,2.4,23.6
TACO565,"Feijão, jalo, cozido",93,6.1,16.5,0.5,13.9
TACO566,"Feijão, jalo, cru",328,20.1,61.5,0.9,30.3
TACO567,"Feijão, preto, cozido",77,4.5,14.0,0.5,8.4
TACO568,"Feijão, preto, cru",324,21.3,58.8,1.2,21.8
TACO569,"Feijão, rajado, cozido",85,5.5,15.3,0.4,9.3
TACO570,"Feijão, rajado, cru",326,17.3,62.9,1.2,24.0
TACO571,"Feijão, rosinha, cozido",68,4.5,11.8,0.5,4.8
TACO572,"Feijão, rosinha, cru",337,20.9,62.2,1.3,20.6
TACO573,"Feijão, roxo, cozido",77,5.7,12.9,0.5,11.5
TACO574,"Feijão, roxo, cru",331,22.2,60.0,1.2,33.8
TACO575,"Grão-de-bico, cru",355,21.2,57.9,5.4,12.4
TACO576,"Guandu, cru",344,19.0,64.0,2.1,21.3
TACO577,"Lentilha, cozida",93,6.3,16.3,0.5,7.9
TACO578,"Lentilha, crua",339,23.2,62.0,0.8,16.9
TACO579,"Paçoca, amendoim",487,16.0,52.4,26.1,7.3
TACO580,"Pé-de-moleque, amendoim",503,13.2,54.7,28.0,3.4
TACO581,"Soja, farinha",404,36.0,38.4,14.6,20.2
TACO582,"Soja, extrato solúvel, natural, fluido",39,2.4,4.3,1.6,0.4
TACO583,"Soja, extrato solúvel, pó",459,35.7,28.5,26.2,7.3
TACO584,"Soja, queijo (tofu)",64,6.6,2.1,4.0,0.8
TACO585,"Tremoço, cru",381,33.6,43.8,10.3,32.3
TACO586,"Tremoço, em conserva",121,11.1,12.4,3.8,14.4
TACO587,"Amêndoa, torrada, salgada",581,18.6,29.5,47.3,11.6
TACO588,"Castanha-de-caju, torrada, salgada",570,18.5,29.1,46.3,3.7
TACO589,"Castanha-do-Brasil, crua",643,14.5,15.1,63.5,7.9
TACO590,"Coco, cru",406,3.7,10.4,42.0,5.4
TACO591,"Coco,  verde, cru",0.0,0.0,0.0,0.0,0.0
TACO592,"Farinha, de mesocarpo de babaçu, crua",329,1.4,79.2,0.2,17.9
TACO593,"Gergelim, semente",584,21.2,21.6,50.4,11.9
TACO594,"Linhaça, semente",495,14.1,43.3,32.3,33.5
TACO595,"Pinhão, cozido",174,3.0,43.9,0.7,15.6
TACO596,"Pupunha, cozida",219,2.5,29.6,12.8,4.3
TACO597,"Noz, crua",620,14.0,18.4,59.4,7.2
